institucion_origen;fecha_inicio;fecha_finalizacion;monto_total_adjudicado;monto_financiado_adjudicado;estado;cantidad_miembros_F;cantidad_miembros_M;sexo_director;area_conocimiento;cantidad_miembros_total;año_inicio;duracion_dias
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;3.0;0.0;M;Ingenierías Y Tecnologías;3.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;4.0;3.0;F;Ingenierías Y Tecnologías;7.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;0.0;5.0;F;Ingenierías Y Tecnologías;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;2.0;2.0;F;Ingenierías Y Tecnologías;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;2.0;3.0;M;Ingenierías Y Tecnologías;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;585000.0;585000.0;Finalizado;4.0;4.0;M;Ingenierías Y Tecnologías;8.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;3.0;2.0;F;Ingenierías Y Tecnologías;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;1.0;1.0;M;Ingenierías Y Tecnologías;2.0;2014;1095
CONICET;2014-01-01;2016-12-31;804000.0;804000.0;Finalizado;11.0;0.0;F;Ingenierías Y Tecnologías;11.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;4.0;1.0;F;Ingenierías Y Tecnologías;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;3.0;3.0;F;Ingenierías Y Tecnologías;6.0;2014;1095
CONICET;2014-01-01;2016-12-31;407500.0;407500.0;Finalizado;2.0;5.0;M;Ingenierías Y Tecnologías;7.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;3.0;2.0;F;Ingenierías Y Tecnologías;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;338000.0;338000.0;Finalizado;6.0;0.0;F;Ingenierías Y Tecnologías;6.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;3.0;1.0;F;Ciencias Médicas Y De La Salud;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;1.0;0.0;F;Ciencias Médicas Y De La Salud;1.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;1.0;0.0;F;Ciencias Médicas Y De La Salud;1.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;3.0;1.0;M;Ciencias Médicas Y De La Salud;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;6.0;3.0;F;Ciencias Médicas Y De La Salud;9.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;3.0;0.0;M;Ciencias Médicas Y De La Salud;3.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;5.0;3.0;F;Ciencias Médicas Y De La Salud;8.0;2014;1095
CONICET;2014-01-01;2016-12-31;147800.0;147800.0;Finalizado;1.0;2.0;F;Ciencias Médicas Y De La Salud;3.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;3.0;1.0;F;Ciencias Médicas Y De La Salud;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;4.0;0.0;F;Ciencias Médicas Y De La Salud;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;1.0;2.0;F;Ciencias Médicas Y De La Salud;3.0;2014;1095
CONICET;2014-01-01;2016-12-31;100000.0;100000.0;Finalizado;2.0;1.0;F;Ciencias Médicas Y De La Salud;3.0;2014;1095
CONICET;2014-01-01;2016-12-31;695000.0;695000.0;Finalizado;5.0;6.0;M;Ciencias Agrícolas;11.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;0.0;1.0;M;Ciencias Agrícolas;1.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;1.0;1.0;M;Ingenierías Y Tecnologías;2.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;4.0;2.0;F;Ciencias Agrícolas;6.0;2014;1095
CONICET;2014-01-01;2016-12-31;450000.0;450000.0;Finalizado;3.0;4.0;F;Ciencias Agrícolas;7.0;2014;1095
CONICET;2014-01-01;2016-12-31;120000.0;120000.0;Finalizado;2.0;1.0;F;Ciencias Agrícolas;3.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;5.0;0.0;F;Ciencias Agrícolas;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;54500.0;54500.0;Finalizado;4.0;0.0;F;Ciencias Agrícolas;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;293000.0;293000.0;Finalizado;7.0;2.0;F;Ciencias Agrícolas;9.0;2014;1095
CONICET;2014-01-01;2016-12-31;50000.0;50000.0;Finalizado;3.0;2.0;F;Ciencias Agrícolas;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;450000.0;450000.0;Finalizado;3.0;0.0;F;Ciencias Agrícolas;3.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;2.0;0.0;F;Ciencias Agrícolas;2.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;9.0;2.0;F;Ciencias Sociales;11.0;2014;1095
CONICET;2014-01-01;2016-12-31;120600.0;120600.0;Finalizado;3.0;0.0;F;Ciencias Sociales;3.0;2014;1095
CONICET;2014-01-01;2016-12-31;50000.0;50000.0;Finalizado;0.0;2.0;M;Ciencias Sociales;2.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;2.0;2.0;F;Ciencias Sociales;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;2.0;7.0;M;Ciencias Sociales;9.0;2014;1095
CONICET;2014-01-01;2016-12-31;143000.0;143000.0;Finalizado;2.0;1.0;F;Ciencias Sociales;3.0;2014;1095
CONICET;2014-01-01;2016-12-31;79300.0;79300.0;Finalizado;2.0;1.0;F;Ciencias Sociales;3.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;7.0;0.0;F;Ciencias Sociales;7.0;2014;1095
CONICET;2014-01-01;2016-12-31;112500.0;112500.0;Finalizado;2.0;1.0;F;Ciencias Sociales;3.0;2014;1095
CONICET;2014-01-01;2016-12-31;68800.0;68800.0;Finalizado;3.0;2.0;M;Ciencias Sociales;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;148500.0;148500.0;Finalizado;3.0;2.0;M;Ciencias Sociales;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;7.0;1.0;F;Ciencias Sociales;8.0;2014;1095
CONICET;2014-01-01;2016-12-31;222000.0;222000.0;Finalizado;6.0;4.0;F;Ciencias Sociales;10.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;3.0;2.0;F;Ciencias Sociales;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;147000.0;147000.0;Finalizado;6.0;1.0;F;Ciencias Sociales;7.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;5.0;2.0;M;Ciencias Sociales;7.0;2014;1095
CONICET;2014-01-01;2016-12-31;260915.0;260915.0;Finalizado;3.0;2.0;F;Ciencias Sociales;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;3.0;3.0;M;Ciencias Sociales;6.0;2014;1095
CONICET;2014-01-01;2016-12-31;297464.0;297464.0;Finalizado;4.0;2.0;M;Ciencias Sociales;6.0;2014;1095
CONICET;2014-01-01;2016-12-31;288680.0;288680.0;Finalizado;3.0;1.0;F;Ciencias Sociales;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;1.0;0.0;F;Ciencias Sociales;1.0;2014;1095
CONICET;2014-01-01;2015-12-31;609840.0;609840.0;Finalizado;10.0;8.0;F;Ciencias Sociales;18.0;2014;729
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;3.0;3.0;F;Ciencias Sociales;6.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;2.0;2.0;F;Humanidades;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;335.0;335.0;Finalizado;3.0;5.0;F;Humanidades;8.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;2.0;1.0;F;Ingenierías Y Tecnologías;3.0;2014;1095
CONICET;2014-01-01;2016-12-31;585000.0;585000.0;Finalizado;4.0;1.0;M;Ingenierías Y Tecnologías;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;1.0;0.0;F;Ingenierías Y Tecnologías;1.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;4.0;0.0;M;Ingenierías Y Tecnologías;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;0.0;7.0;M;Ciencias Naturales Y Exactas;7.0;2014;1095
CONICET;2014-01-01;2016-12-31;139647.3;139647.3;Finalizado;2.0;2.0;F;Ciencias Naturales Y Exactas;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;720000.0;720000.0;Finalizado;7.0;4.0;F;Ciencias Naturales Y Exactas;11.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;0.0;2.0;M;Ciencias Naturales Y Exactas;2.0;2014;1095
CONICET;2014-01-01;2016-12-31;46950.0;46950.0;Finalizado;2.0;1.0;M;Ciencias Naturales Y Exactas;3.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;5.0;0.0;M;Ingenierías Y Tecnologías;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;148655.0;148655.0;Finalizado;8.0;1.0;F;Ciencias Sociales;9.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;3.0;0.0;F;Humanidades;3.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;0.0;1.0;F;Ciencias Naturales Y Exactas;1.0;2014;1095
CONICET;2014-01-01;2016-12-31;450000.0;450000.0;Finalizado;4.0;1.0;M;Ciencias Naturales Y Exactas;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;4.0;1.0;F;Ciencias Naturales Y Exactas;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;1.0;1.0;F;Ciencias Naturales Y Exactas;2.0;2014;1095
CONICET;2014-01-01;2016-12-31;450000.0;450000.0;Finalizado;8.0;3.0;F;Ciencias Sociales;11.0;2014;1095
CONICET;2014-01-01;2016-12-31;582600.0;582600.0;Finalizado;4.0;5.0;M;Ciencias Agrícolas;9.0;2014;1095
CONICET;2014-01-01;2016-12-31;990000.0;990000.0;Finalizado;6.0;4.0;M;Ciencias Naturales Y Exactas;10.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;2.0;1.0;M;Ciencias Sociales;3.0;2014;1095
CONICET;2014-01-01;2016-12-31;292000.0;292000.0;Finalizado;1.0;4.0;M;Ciencias Sociales;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;585000.0;585000.0;Finalizado;2.0;2.0;M;Ciencias Naturales Y Exactas;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;0.0;2.0;M;Ciencias Naturales Y Exactas;2.0;2014;1095
CONICET;2014-01-01;2016-12-31;450000.0;450000.0;Finalizado;3.0;4.0;M;Ciencias Naturales Y Exactas;7.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;5.0;3.0;M;Ciencias Naturales Y Exactas;8.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;1.0;3.0;M;Ciencias Naturales Y Exactas;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;3.0;4.0;F;Ciencias Naturales Y Exactas;7.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;0.0;2.0;M;Ciencias Naturales Y Exactas;2.0;2014;1095
CONICET;2014-01-01;2016-12-31;291000.0;291000.0;Finalizado;1.0;4.0;M;Ciencias Naturales Y Exactas;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;450000.0;450000.0;Finalizado;2.0;4.0;M;Ciencias Naturales Y Exactas;6.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;0.0;1.0;M;Ciencias Naturales Y Exactas;1.0;2014;1095
CONICET;2014-01-01;2016-12-31;450000.0;450000.0;Finalizado;4.0;4.0;F;Ciencias Naturales Y Exactas;8.0;2014;1095
CONICET;2014-01-01;2016-12-31;450000.0;450000.0;Finalizado;0.0;7.0;M;Ciencias Naturales Y Exactas;7.0;2014;1095
CONICET;2014-01-01;2016-12-31;879695.0;879695.0;Finalizado;3.0;9.0;F;Ciencias Naturales Y Exactas;12.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;1.0;1.0;M;Ciencias Naturales Y Exactas;2.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;1.0;2.0;M;Ciencias Naturales Y Exactas;3.0;2014;1095
CONICET;2014-01-01;2015-12-31;650000.0;650000.0;Finalizado;6.0;4.0;F;Ingenierías Y Tecnologías;10.0;2014;729
CONICET;2014-01-01;2016-12-31;201300.0;201300.0;Finalizado;2.0;4.0;M;Ciencias Naturales Y Exactas;6.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;1.0;3.0;F;Ciencias Naturales Y Exactas;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;450000.0;450000.0;Finalizado;8.0;0.0;F;Ciencias Naturales Y Exactas;8.0;2014;1095
CONICET;2014-01-01;2016-12-31;299500.0;299500.0;Finalizado;5.0;0.0;F;Ciencias Naturales Y Exactas;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;450000.0;450000.0;Finalizado;2.0;5.0;F;Ciencias Naturales Y Exactas;7.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;6.0;1.0;F;Ciencias Naturales Y Exactas;7.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;1.0;3.0;F;Ciencias Naturales Y Exactas;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;3.0;2.0;F;Ciencias Naturales Y Exactas;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;450000.0;450000.0;Finalizado;11.0;0.0;F;Ciencias Naturales Y Exactas;11.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;1.0;2.0;M;Ciencias Naturales Y Exactas;3.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;4.0;0.0;F;Ciencias Naturales Y Exactas;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;2.0;1.0;F;Ciencias Naturales Y Exactas;3.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;2.0;4.0;F;Ciencias Naturales Y Exactas;6.0;2014;1095
CONICET;2014-01-01;2016-12-31;720000.0;720000.0;Finalizado;5.0;7.0;M;Ciencias Naturales Y Exactas;12.0;2014;1095
CONICET;2014-01-01;2016-12-31;400000.0;400000.0;Finalizado;4.0;1.0;M;Ciencias Naturales Y Exactas;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;855000.0;855000.0;Finalizado;7.0;4.0;M;Ciencias Naturales Y Exactas;11.0;2014;1095
CONICET;2014-01-01;2016-12-31;702000.0;702000.0;Finalizado;4.0;5.0;M;Ingenierías Y Tecnologías;9.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;2.0;1.0;M;Ciencias Naturales Y Exactas;3.0;2014;1095
CONICET;2014-01-01;2016-12-31;576000.0;576000.0;Finalizado;3.0;9.0;M;Ciencias Naturales Y Exactas;12.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;0.0;3.0;F;Ciencias Naturales Y Exactas;3.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;1.0;0.0;M;Ciencias Naturales Y Exactas;1.0;2014;1095
CONICET;2014-01-01;2016-12-31;50000.0;50000.0;Finalizado;2.0;1.0;M;Ciencias Naturales Y Exactas;3.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;4.0;0.0;F;Ciencias Naturales Y Exactas;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;5.0;2.0;F;Ciencias Naturales Y Exactas;7.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;2.0;3.0;M;Ciencias Naturales Y Exactas;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;2.0;0.0;M;Ciencias Naturales Y Exactas;2.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;2.0;5.0;F;Ciencias Naturales Y Exactas;7.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;3.0;1.0;F;Ciencias Naturales Y Exactas;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;6.0;3.0;F;Ingenierías Y Tecnologías;9.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;2.0;3.0;M;Ingenierías Y Tecnologías;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;4.0;1.0;M;Ciencias Naturales Y Exactas;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;295500.0;295500.0;Finalizado;7.0;1.0;F;Ciencias Naturales Y Exactas;8.0;2014;1095
CONICET;2014-01-01;2015-12-31;650000.0;650000.0;Finalizado;8.0;3.0;F;Ciencias Naturales Y Exactas;11.0;2014;729
CONICET;2014-01-01;2016-12-31;855000.0;855000.0;Finalizado;5.0;3.0;M;Ingenierías Y Tecnologías;8.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;4.0;2.0;F;Ciencias Naturales Y Exactas;6.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;1.0;0.0;M;Ciencias Naturales Y Exactas;1.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;1.0;3.0;F;Ciencias Naturales Y Exactas;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;5.0;1.0;F;Ciencias Naturales Y Exactas;6.0;2014;1095
CONICET;2014-01-01;2016-12-31;50000.0;50000.0;Finalizado;2.0;3.0;F;Ciencias Naturales Y Exactas;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;1.0;4.0;F;Ciencias Naturales Y Exactas;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;450000.0;450000.0;Finalizado;2.0;4.0;M;Ciencias Naturales Y Exactas;6.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;2.0;2.0;F;Ciencias Naturales Y Exactas;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;0.0;1.0;F;Ciencias Naturales Y Exactas;1.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;2.0;1.0;F;Ciencias Naturales Y Exactas;3.0;2014;1095
CONICET;2014-01-01;2016-12-31;450000.0;450000.0;Finalizado;3.0;2.0;F;Ciencias Naturales Y Exactas;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;6.0;2.0;F;Ciencias Naturales Y Exactas;8.0;2014;1095
CONICET;2014-01-01;2016-12-31;150.0;150.0;Finalizado;1.0;0.0;F;Ciencias Naturales Y Exactas;1.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;2.0;0.0;M;Ciencias Naturales Y Exactas;2.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;0.0;1.0;F;Ciencias Naturales Y Exactas;1.0;2014;1095
CONICET;2014-01-01;2016-12-31;585000.0;585000.0;Finalizado;6.0;2.0;F;Ciencias Naturales Y Exactas;8.0;2014;1095
CONICET;2014-01-01;2016-12-31;50000.0;50000.0;Finalizado;3.0;1.0;F;Ciencias Naturales Y Exactas;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;1.0;2.0;F;Ciencias Naturales Y Exactas;3.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;4.0;1.0;M;Ciencias Naturales Y Exactas;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;270000.0;270000.0;Finalizado;2.0;0.0;F;Ciencias Naturales Y Exactas;2.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;3.0;0.0;F;Ciencias Naturales Y Exactas;3.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;2.0;1.0;M;Ciencias Naturales Y Exactas;3.0;2014;1095
CONICET;2014-01-01;2016-12-31;293000.0;293000.0;Finalizado;4.0;1.0;M;Ciencias Naturales Y Exactas;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;2.0;2.0;F;Ciencias Naturales Y Exactas;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;2.0;2.0;M;Ciencias Naturales Y Exactas;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;4.0;4.0;F;Ciencias Naturales Y Exactas;8.0;2014;1095
CONICET;2014-01-01;2016-12-31;450000.0;450000.0;Finalizado;3.0;2.0;M;Ciencias Naturales Y Exactas;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;100000.0;100000.0;Finalizado;3.0;4.0;M;Ciencias Naturales Y Exactas;7.0;2014;1095
CONICET;2014-01-01;2016-12-31;450000.0;450000.0;Finalizado;3.0;5.0;F;Ciencias Naturales Y Exactas;8.0;2014;1095
CONICET;2014-01-01;2016-12-31;147054.0;147054.0;Finalizado;1.0;2.0;F;Ciencias Naturales Y Exactas;3.0;2014;1095
CONICET;2014-01-01;2016-12-31;292300.0;292300.0;Finalizado;1.0;1.0;F;Ciencias Naturales Y Exactas;2.0;2014;1095
CONICET;2014-01-01;2016-12-31;450000.0;450000.0;Finalizado;5.0;3.0;M;Ciencias Naturales Y Exactas;8.0;2014;1095
CONICET;2014-01-01;2016-12-31;393075.0;393075.0;Finalizado;2.0;4.0;M;Ciencias Naturales Y Exactas;6.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;4.0;5.0;M;Ciencias Naturales Y Exactas;9.0;2014;1095
CONICET;2014-01-01;2016-12-31;50000.0;50000.0;Finalizado;5.0;1.0;F;Ciencias Naturales Y Exactas;6.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;4.0;2.0;M;Ciencias Naturales Y Exactas;6.0;2014;1095
CONICET;2014-01-01;2016-12-31;150.0;150.0;Finalizado;1.0;0.0;F;Ciencias Naturales Y Exactas;1.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;2.0;2.0;M;Ciencias Naturales Y Exactas;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;5.0;0.0;M;Ciencias Naturales Y Exactas;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;436360.0;436360.0;Finalizado;1.0;3.0;F;Ciencias Naturales Y Exactas;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;1.0;0.0;F;Ciencias Naturales Y Exactas;1.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;2.0;0.0;M;Ciencias Naturales Y Exactas;2.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;11.0;2.0;M;Ciencias Naturales Y Exactas;13.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;2.0;3.0;F;Ciencias Naturales Y Exactas;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;426850.0;426850.0;Finalizado;3.0;3.0;M;Ciencias Naturales Y Exactas;6.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;3.0;2.0;F;Ciencias Naturales Y Exactas;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;200000.0;200000.0;Finalizado;2.0;1.0;M;Ciencias Naturales Y Exactas;3.0;2014;1095
CONICET;2014-01-01;2016-12-31;245050.0;245050.0;Finalizado;2.0;4.0;F;Ciencias Naturales Y Exactas;6.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;0.0;2.0;M;Ciencias Naturales Y Exactas;2.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;3.0;1.0;M;Ciencias Naturales Y Exactas;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;3.0;1.0;F;Ciencias Naturales Y Exactas;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;2.0;3.0;F;Ciencias Naturales Y Exactas;5.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;1.0;0.0;M;Ciencias Naturales Y Exactas;1.0;2014;1095
CONICET;2014-01-01;2016-12-31;150.0;150.0;Finalizado;2.0;0.0;F;Ciencias Naturales Y Exactas;2.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;0.0;2.0;M;Ciencias Naturales Y Exactas;2.0;2014;1095
CONICET;2014-01-01;2016-12-31;584180.0;584180.0;Finalizado;12.0;2.0;M;Ciencias Naturales Y Exactas;14.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;5.0;3.0;M;Ciencias Naturales Y Exactas;8.0;2014;1095
CONICET;2014-01-01;2016-12-31;394500.0;394500.0;Finalizado;0.0;4.0;M;Ciencias Naturales Y Exactas;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;4.0;0.0;F;Ciencias Naturales Y Exactas;4.0;2014;1095
CONICET;2014-01-01;2016-12-31;148880.0;148880.0;Finalizado;1.0;0.0;F;Ciencias Naturales Y Exactas;1.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;2.0;1.0;F;Ciencias Naturales Y Exactas;3.0;2014;1095
CONICET;2014-01-01;2016-12-31;142500.0;142500.0;Finalizado;1.0;2.0;M;Ciencias Naturales Y Exactas;3.0;2014;1095
CONICET;2014-01-01;2016-12-31;150000.0;150000.0;Finalizado;1.0;0.0;M;Ciencias Naturales Y Exactas;1.0;2014;1095
CONICET;2014-01-01;2016-12-31;585000.0;585000.0;Finalizado;2.0;5.0;M;Ciencias Naturales Y Exactas;7.0;2014;1095
CONICET;2014-01-01;2016-12-31;300000.0;300000.0;Finalizado;2.0;5.0;M;Ciencias Naturales Y Exactas;7.0;2014;1095
